article_title,article_paragraph
Armenian military officials travel to Moscow for CSTO working group meeting,"YEREVAN, APRIL 16, ARMENPRESS. Officials of the Armenian Ministry of Defense are participating at the April 16-19 session of the military-technical cooperation working group under the CSTO military-technical cooperation inter-governmental commission’s chairperson, the defense ministry said in a news release.Edited and translated by Stepan Kocharyan"
Chief of General Staff of Armed Forces of Armenia visits north-eastern border,"YEREVAN, APRIL 16, ARMENPRESS. Chief of the General Staff of the Armenian Armed Forces, Lieutenant-General Artak Davtyan on April 15 toured the military units located in the north-eastern border of the Republic, the defense ministry of Armenia told Armenpress.Lieutenant-General Artak Davtyan was accompanied by top military officials.He was reported on the operative situation, physical and combat readiness of the personnel, and the military tasks set before the divisions.The Chief of the General Staff of the Armenian Armed Forces gave instructions to the responsible officials on the issues which require urgent solutions.Edited and translated by Aneta Harutyunyan"
Defense minister and Chief of General Staff of Armed Forces visit Yerablur Military Pantheon,"YEREVAN, APRIL 2, ARMENPRESS. Defense minister of Armenia Davit Tonoyan and Chief of the General Staff of the Armenian Armed Forces, Lieutenant-General Artak Davtyan visited the Yerablur Military Pantheon on April 2, the defense ministry told Armenpress.The officials paid tribute to the memory of heroes fallen at the 2016 April four-day military operations and Armenians who sacrificed their lives for the freedom and independence of the homeland.Edited and translated by Aneta Harutyunyan"
"Armenia has qualitative changes in military combat readiness, arsenal – says deputy defense minister","YEREVAN, APRIL 2, ARMENPRESS. In the past few years Armenia has been able to significantly equip its military arsenal and raise the combat-readiness level to a more vigilant condition, Deputy Minister of Defense of Armenia Gabriel Balayan told reporters today when asked what lessons Armenia has learned from the 2016 April War.“We’ve already began the stage of replacing the quantitative with the qualitative. I think this says it all. We have made serious qualitative changes in this period both in terms of the personnel’s combat readiness, as well as arsenal and ammunition and technical measures with which the armed forces are equipped, these are video surveillance devices, automated management devices and the analytical capacities that we have,” he said.Edited and translated by Stepan Kocharyan"
Armenian defense minister meets UN OCHA leadership in New York,"YEREVAN, MARCH 29, ARMENPRESS. Defense minister of Armenia Davit Tonoyan, who is in the United States on a working visit, met with the leadership of the United Nations Office for the Coordination of Humanitarian Affairs (OCHA) in New York, the Armenian defense ministry told Armenpress.During the meeting the future actions of Armenian specialists who carry out humanitarian mission in Syria and combination of actions with the OCHA regional and sub-regional offices were discussed.Edited and translated by Aneta Harutyunyan"
Armenian front line divisions fend off adversary’s engineering works,"YEREVAN, MARCH 26, ARMENPRESS. The Azerbaijani troops tried to carry out engineering works aimed at moving forward their positions in the neutral zone in the north-eastern section of the Armenian-Azerbaijani border near Berdavan village on March 26 at about 16:30.As ARMENPRESS was informed from the press service of the Defense Ministry of Armenia, ignoring the warnings of the Armenian front line divisions, the Azerbaijani soldiers fired in the direction of the Armenian positions. The retaliation of the Armenian side silenced the adversary and the engineering works stopped.Edited and translated by Tigran Sirekanyan"
FM Mnatsakanyan delivers lecture at meeting of leadership staff of Armed Forces,"YEREVAN, MARCH 25, ARMENPRESS. Foreign minister of Armenia Zohrab Mnatsakanyan delivered lecture at the meeting of the leadership staff of the Armed Forces in the defense ministry, the defense ministry told Armenpress.The high-ranking officers of the Armed Forces were introduced on Armenia’s approaches and principled position on the peaceful settlement of the Nagorno Karabakh conflict, the regional developments and the key signals and factors which can play a role on this matter.FM Mnatsakanyan once again stated that there is no alternative to the peaceful settlement process of the NK conflict.Edited and translated by Aneta Harutyunyan"
Armenian top brass convene meeting,"YEREVAN, MARCH 25, ARMENPRESS. The operative meeting of the commanding staff of the Armenian Armed Forces has kicked of March 25th at the Ministry of Defense headquarters in Yerevan.Representatives of the Artsakh military command are also taking part within the framework of the Armenia-Artsakh military partnership, the defense ministry said in a news release.Armenian Minister of Defense Davit Tonoyan, welcoming the participating military officers and attaching importance to the role and importance of the annual gatherings in terms of perfecting the knowledge of the commanding staff, delivered a lecture the topic of “The Military-Political Situation in the Region, Possible Developments Stemming From It”.Tonoyan presented the main challenges, external, including military threats, of the security environment around Armenia and Artsakh, existing and likely developments in the area of regional interests and conflicts, main guarantees for ensuring favorable negotiations conditions for the Armenian side in the NK conflict settlement process.Edited and translated by Stepan Kocharyan"
Azerbaijani military breaches Artsakh ceasefire 180 times in one week,"YEREVAN, MARCH 23, ARMENPRESS. The Azerbaijani military has breached the ceasefire at the Artsakh line of contact nearly 180 times in one week, the Ministry of Defense of Artsakh said in a press release.Azerbaijani forces fired more than 1900 rounds from various caliber small arms during the violations from March 17th to March 23rd.The Artsakh military said they are in full control across the entire line of contact.Edited and translated by Stepan Kocharyan"
Top brass hold consultation,"YEREVAN, MARCH 23, ARMENPRESS. Chief of the General Staff of the Armenian Armed Forces Lt. General Artak Davtyan has chaired a consultation today with the top command of the military to discuss the monthly report and upcoming planned events, the defense ministry said in a press release.During the meeting he awarded Major General Avetik Muradyan, the former commander of the aviation department, for many years of service.Edited and translated by Stepan Kocharyan"
Military insurance to cover also 2008-2014 incidents,"YEREVAN, MARCH 22, ARMENPRESS. The Board of Trustees of the Military Insurance Fund held its first session of 2019 today at the Defense Ministry headquarters in Yerevan, chaired by Defense Minister Davit Tonoyan, the defense ministry said in a news release.Tonoyan also serves as Chairman of the Board of Trustees of the fund.During the session executive director of the fund Varuzhan Avetikyan delivered a summarized report on the annual activities regarding compensations and donations. He said that currently the collected funds have exceeded 14 billion drams and a total of 941 million was paid in compensations.The Board of Trustees unanimously approved to also provide compensations to the families of soldiers who were killed or sustained disabilities during service in 2008-2014. The compensations process will start from April 1.The fund is also considering providing compensations for incidents that took place even before 2008.Edited and translated by Stepan Kocharyan"
Azerbaijani citizen neutralized at Armenia border,"YEREVAN, MARCH 16, ARMENPRESS. On March 16, at 01:30, the Armenian Armed Forces have detected and were forced to neutralize an unknown person, who violated the state border of Armenia, for ignoring the warnings, Armenian defense ministry’s spokesperson Artsrun Hovhannisyan said on Facebook, reports Armenpress.“The trespasser received medical assistance and later was transported to a medical center after gun wound his leg. His life is not under danger”, Hovhannisyan said. “According to the documents found, the person, born in 1986, is a resident of Azerbaijani Ghazakh region. Criminal case has been filed at Armenia’s NSS investigative department. Investigation is underway”, he added.Edited and translated by Aneta Harutyunyan"
Chief of General Staff of Armenian Armed Forces departs for Russia,"YEREVAN, MARCH 13, ARMENPRESS. Chief of the General Staff of the Armenian Armed Forces Lt. General Artak Davtyan has left for Russia on March 13 to participate in the regular meeting of the CIS Armed Forces Chiefs of General Staff Committee in Moscow, the defense ministry said.Lt. General Davtyan is also scheduled to hold bilateral meetings within the framework of the visit.Edited and translated by Stepan Kocharyan"
"Defense minister, NATO’s official discuss Armenia-NATO partnership","YEREVAN, MARCH 11, ARMENPRESS. Defense minister of Armenia Davit Tonoyan on March 11 held a meeting with James Appathurai, NATO Deputy Assistant Secretary General for Political Affairs and NATO Secretary General’s Special Representative for the Caucasus and Central Asia, who arrived in Armenia on the sidelines of the NATO week events launched today, the defense ministry told Armenpress.During the meeting the officials discussed a number of issues relating to the Armenia-NATO partnership, in particular the process of events conditioned by the Individual Partnership Action Plan and Planning and Review Process and etc. Importance was attached to Armenia’s participation to the NATO peacekeeping and stability maintenance missions in Kosovo and Afghanistan as a key contribution to the international security.James Appathurai thanked for holding the events of the NATO week in Armenia.Issues relating to the regional security were also discussed.Edited and translated by Aneta Harutyunyan"
Russian NBC Protection Troops commander in Armenia on working visit,"YEREVAN, MARCH 11, ARMENPRESS. Lt. general Igor Kirilov, commander of the Nuclear, Biological and Chemical (NBC) Protection Troops of the Russian Armed Forces is in Yerevan on a working visit March 10-13 for bilateral discussions with Armenian counterparts.The defense ministry said Kirilov was received on March 11 by Major General Onik Gasparyan, the First Deputy Chief of Staff of the Armenian Armed Forces.Radiation, chemical and biological security issues, as well as the Armenian-Russian cooperation situation in the direction and prospects of joint activities were discussed.Edited and translated by Stepan Kocharyan"
Armenian doctors provide surgical and therapeutic assistance to patients during humanitarian mission in Syria,"YEREVAN, MARCH 7, ARMENPRESS. The group consisting of humanitarian deminers, doctors and Armenian specialists, while in Syria on a humanitarian mission, launched the demining works on February 19, the Humanitarian Demining and Expert Center SNCO told Armenpress.As of today, the Armenian specialists have demined over 10510 square meters of land. “Hundreds of anti-tank and other types of mines have been eliminated. The doctors involved in the humanitarian mission carry out activities in the military hospital of Aleppo and university clinics. From February 18 to today, the Armenian doctors, jointly with their Syrian colleagues, have provided 50 surgical and nearly 100 therapeutic assistance to the patients”, the Center said, adding that one doctor each day is involved in the demining group. “The humanitarian aid to the Syrian people continues”, the Center said in the statement.A group consisting of humanitarian deminers, doctors and Armenian specialists ensuring their safety, a total of 83 people, arrived in Syria’s Aleppo on February 8 aimed at providing professional humanitarian support to the Syrian people.The deployment, status, functions and security issues of the Armenian specialists in Syria will be settled in accordance with the Armenian legislation. The transportation and provision issues of the Armenian specialists are being carried out by the assistance of the Russian side.Edited and translated by Aneta Harutyunyan"
Pashinyan clarifies the goal of Armenian humanitarian mission in Syria,"YEREVAN, MARCH 6, ARMENPRESS. Prime Minister of Armenia Nikol Pashinyan says he will consider the Armenian humanitarian mission in Syria successful if it turns out that Armenians are helping the descendants of Syrians who helped those Armenians who survived the massacres of the Ottoman Empire in 1915, reports Armenpress.“It’s very important that our doctors work actively. They have already carried out multiple small surgeries and have provided assistance to many people. The humanitarian direction is important for us and is the only one in our mission to Aleppo. I will consider this mission successful if it turns out that our representatives are assisting the descendants of those people who helped Armenians who survived the massacres of the Ottoman Empire. This is a humanitarian-historical mission for us, and we just want to return our “debt” to the friendly and brotherly people of Syria. I imagine the demining process in the following way: our people should open a safe area for the Syrian children to be able to play quietly, our doctors should treat the people and etc”, Pashinyan said.A group consisting of humanitarian deminers, doctors and Armenian specialists ensuring their safety, a total of 83 people, arrived in Syria’s Aleppo on February 8 aimed at providing professional humanitarian support to the Syrian people.The deployment, status, functions and security issues of the Armenian specialists in Syria will be settled in accordance with the Armenian legislation. The transportation and provision issues of the Armenian specialists are being carried out by the assistance of the Russian side.Edited and translated by Aneta Harutyunyan"
UAE highly appreciates performances of Armenia’s Military Orchestra and Guards of Honor in Abu Dhabi,"YEREVAN, MARCH 6, ARMENPRESS. Armenian Ambassador to the United Arab Emirates Mher Mkrtumyan on March 5 received the United Arab Emirates’ Minister of State for Defense Affairs Mohammed Bin Ahmad Al Bawardi, the Armenian foreign ministry told Armenpress.At the meeting the Armenian Ambassador conveyed the warm greetings and wishes of Armenia’s defense minister Davit Tonoyan to the UAE minister of state.During the talk the sides exchanged views on issues of bilateral interest. The UAE minister once again highly appreciated the performances of Armenia’s Military Orchestra and the Guards of Honor at the IDEX-2019 International Defense Exhibition and Conference in Abu Dhabi.A broad range of issues relating to the bilateral relations were discussed.Edited and translated by Aneta Harutyunyan"
Defense Ministry debunks allegations on concealing military fatalities,"YEREVAN, MARCH 5, ARMENPRESS. Armenian Ministry of Defense spokesperson Artsrun Hovhannisyan has debunked media allegations that claim the military has concealed deaths of servicemen.Hovhannisyan issued a detailed clarification through his Facebook account.“The Armenian Armed Forces has not concealed and will not conceal any loss case, all attempts to [falsely] present these incidents as concealed are fake. Moreover now the Ministry of Defense is open for cooperation and will always be transparent within its authority.The death of M. Grigoryan took place on February 11, one day later the news was reported in the press by relevant bodies. The death of F. Tamazyan took place on February 12 and the news was reported on the same day in the press by relevant bodies.Incident not related to service, which usually happen at home or outside the military base, we never officially report and have not reported in the past 7 years, however we always issue a confirmation if the news appears in the press, and it usually appears very quickly. If it doesn’t, the investigative bodies have reported and continue reporting about it some time later.We have already clarified about Ed. Grigoryan that a certain mistake took place, however this isn’t a pattern as you can see from the abovementioned examples.Therefore, the rumors on the concealment of incidents by the Defense Ministry are completely unsubstantiated and I request you to refrain from manipulating the death news of servicemen when clarifying your personal or political issues,” Hovhannisyan wrote on Facebook.Earlier Defense Minister Davit Tonoyan also refuted the allegations on concealing fatalities in the military.Edited and translated by Stepan Kocharyan"
‘One of the greatest’: President honors slain PM Vazgen Sargsyan,"YEREVAN, MARCH 5, ARMENPRESS. Sparapet Vazgen Sargsyan is one of the greats of our history of the late-20th and early-21st century, President of Armenia Armen Sarkissian said during an homage ceremony at the Yerablur Military Cemetery in Yerevan where the leadership gathered to honor the 60th anniversary of birth of the late prime minister. Vazgen Sargsyan was killed in the 1999 Armenian parliament shooting when he was serving as prime minister.Vazgen Sargsyan is often referred to as Sparapet, a military rank that has existed in the ancient Kingdom of Armenia.“Today is in a sense a sad day, which is actually a day of huge happiness”, the president said. “60 years ago in a small village of the Ararat plain a wonder child was born, whose name was Vazgen. This wonder child earned a truly Armenian education in a wonderful Armenian family. And every day he saw his dream from his window – [Mount Ararat]. This wonder child is one of the greats of the late 20th century and early 21st century - Sparapet Vazgen Sargsyan. Today we celebrate the 60th anniversary of his birth. 10 years later we will celebrate the 70th anniversary, then the 80th, 90th, and 100th, but the young 40 year old Vazgen Sargsyan will always remain, one of our national greats,” President Sarkissian said.Speaking about the October 27 1999 Armenian parliament shooting, the president said it is a great tragedy in the national history and that it should get a respective worthy assessment.7 other government officials, including Speaker of Parliament Karen Demirchyan, were also killed in the October 27, 1999 attack.Edited and translated by Stepan Kocharyan"
Armenian defense minister refutes allegations on concealing deaths of servicemen,"YEREVAN, MARCH 5, ARMENPRESS. Defense Minister Davit Tonoyan is refuting allegations that claim the Armenian military has concealed deaths of servicemen. He said the ministry cannot conceal any death.“Information in any given format regarding every case exists,” he told reporters today. “Nothing can be concealed because the prosecution and investigative bodies carry out supervision for this process. There are simply cases that are directly related with the adversary, there are cases that relate with the service,” he said, adding that all death cases of servicemen are reported by the ministry, even if the death is of natural cause.The news media earlier reported allegations that the defense ministry has concealed the deaths of 4 servicemen.Edited and translated by Stepan Kocharyan"
Armenian military considers new service dress uniform options,"YEREVAN, MARCH 1, ARMENPRESS. The Armenian Armed Forces is currently considering new options of service dress uniforms for military officers and corporals.“Then the issue will be discussed with the leadership of the Defense Ministry. After a joint and final decision the staff will be issued the new uniform,” the Ministry of Defense said in a news release.Edited and translated by Stepan Kocharyan"
Defense minister visits Armenia’s north-eastern border,"YEREVAN, FEBRUARY 26, ARMENPRESS. Defense minister of Armenia Davit Tonoyan on February 26 visited the north-eastern border of the Republic, talked to the servicemen in the military units and was interested in their preparedness, defense ministry spokesperson Artsrun Hovhannisyan said on Facebook, reports Armenpress.“Davit Tonoyan assured that the social and daily issues of the military staff are under the daily spotlight of the military-political leadership. The minister also watched the combat preparedness trainings in the military unit”, Hovhannisyan said.Edited and translated by Aneta Harutyunyan"
International military experts highly appreciate Armenian production displayed at IDEX-2019,"YEREVAN, FEBRUARY 22, ARMENPRESS. International military experts have highly appreciated the Armenian military production displayed at the IDEX-2019 International Defense Exhibition and Conference in the UAE capital of Abu Dhabi, Armenian defense ministry spokesperson Artsrun Hovhannisyan, who was in the Armenian delegation during the recent visit to the UAE, told ARMENPRESS.“IDEX-2019 is a global exhibition that is being held in Adu Dhabi every two years demonstrating arms-ammunition, military industry and military production in general. It has two profile directions – land and sea. Armenia was not only participating in the event for the first time, but for the first time was presenting a certain military production at an international exhibition. I want to state that several international experts have already fixed and highly valued that Armenia presented such interesting new products”, Hovhannisyan said.The defense ministry spokesperson informed that the new products of the Armenian military industry have been displayed.“There were a number of new products especially in the field of radio electronics by Armenian military industry enterprises. The event has just ended, and we will have the opportunity to sum up who have shown an interest soon”, he said.Artsrun Hovhannisyan added that by participating in such international platforms Armenia can establish serious ties which will be useful if not today, than in the future.Nearly 95 countries are participating in the IDEX international exhibition.Armenia has presented the following military products at the event:-Electro-optic countermeasure system 3K01-Sniper Rifle K-8-Thermal imaging gunner sight for T72A tank-Inductive mine detector RIA-1-Bulletproof vest GS-47/0717-Various types of reconnaissance UAVs, all in final stages of development, with proven technologies-Military and tactical boots-Pancratic sniper sight 3*9-Microwave transistor amplifier for target detection HFAS-75GThe brilliant performance of the Armenian defense ministry’s Military Orchestra and the Guards of Honor has also been highly appreciated. “In recent years a good cooperation tradition has been formed between the Yerevan Drums musical group and the Guards of Honor of the Armenian Armed Forces during the events taking place in Armenia and abroad. This has already become a type of culture. These groups visited the UAE at the invitation of the hosting country, and I want to state that they have not returned yet because they are just kept there. They have been loved so much. Almost every day they continue performing for the guests and visitors. They already have invitations for participating in other events”, Hovhannisyan said.Interview by Norayr ShoghikyanEdited and translated by Aneta Harutyunyan"
"From body armor to sniper rifles and UAVs, Armenia presents defense technologies at IDEX 2019 in Abu Dhabi","YEREVAN, FEBRUARY 16, ARMENPRESS. The Armenian military is participating at the IDEX 2019 International Defense Exhibition and Conference in Abu Dhabi, UAE.The Armenian Defense Ministry is presenting its military production at the event.According to the IDEX 2019 exhibitor list, the Armenian military will present the following 10 products at the exhibition:Defense Minister of Armenia Davit Tonoyan has departed for Abu Dhabi to participate at the exhibition and conference.Earlier in January, Sheikh Mohammed bin Rashid Al Maktoum, the Vice President and Prime Minister of the United Arab Emirates (UAE), and Ruler of the Emirate of Dubai, invited Tonoyan to participate at IDEX 2019.Edited and translated by Stepan Kocharyan"
Parliamentary committee to study defense ministry’s delayed release of fatality information,"YEREVAN, FEBRUARY 11, ARMENPRESS. The parliamentary committee on defense and security affairs plans to launch a study into the defense ministry’s delayed release of information about a fatality in the armed forces.Chair of the committee Andranik Kocharyan said they prioritize the matter and will understand what led to this uncertainty.On January 1, an on-duty serviceman identified as Edgar Grigoryan, was found shot in a military base of the Armenian military. He was pronounced dead in hospital.A criminal case on suspected instigation to commit suicide was launched by the Investigative Committee.Earlier the Human Rights Defender’s Office said it has sent an inquiry to the defense ministry to explain why it has released the information about the death of the soldier delayed.Edited and translated by Stepan Kocharyan"
Army should participate in development process of country’s economy – President Sarkissian,"YEREVAN, JANUARY 28, ARMENPRESS. The Army should put concrete tasks, generate the forces and play the role of locomotive in general, Armenian President Armen Sarkissian told reporters, stating that the Army should participate in the development process of the economy, reports Armenpress.“By facing problems the Army should expect contemporary and innovative, and also sometimes unexpected decisions which do not necessarily mean to be the copy of foreign solutions. We can create ours, have our own example. The Army has a task to participate not only in the country’s defense, but also the development of economy”, the President said.The reporters asked how it would be possible to solve these issues by the structural changes of the government, the creation of a new ministry.“How the government’s composition should be is the task of that same government and the prime minister. The same work can be done with 10 persons or 20. I am confident that our prime minister is trying to do so to make the government more effective. I have my personal experience, my visions, but one thing is clear: the solution will not be only structural, but also factual. We need to understand that our Army tomorrow or the next day will need the latest technologies which will be very expensive, sometimes unavailable, but we are capable of creating most of them by ourselves and sell them. If we offer any valuable idea, a new type of weapon, the super powers will buy them from us with pleasure. We need to look at the world, see who has what, learn, convince, bring here and jointly work. But this, of course, will require time”, the President said.The Republic of Armenia and Armenians around the world celebrate the 27th anniversary of the Armenian Army’s establishment on January 28. On January 28, 1992, the Government adopted the “On the Defense Ministry of Armenia” historic decision, heralding the formation of the Armenian Army. In May of 1992, the ministry held the first drafting, laying the foundation for the stable tradition of drafting conscription servicemen to the Army.Edited and translated by Aneta Harutyunyan"
‘Return to life and feel appreciated’: Wounded soldier Gor Darmanyan works at Presidential Office,"YEREVAN, JANUARY 28, ARMENPRESS. Soldier Gor Darmanyan, who was wounded in 2015 while preventing the Azerbaijani sabotage operation in Artsakh, is currently working at the Armenian Presidential Office. He is the first beneficiary of the Homeland’s Defender initiative which aims at assisting the servicemen who became disabled during the military service by providing them with jobs.“I have been employed at the presidential administration in June 2018. It was on the proposal of the Armenian President. In line with this I am also studying at the Law faculty of the Yerevan State University. This is a very important initiative. It provides great opportunities to soldiers who put their lives under danger during the military service. I am very happy that this initiative will be continuous, and many like me will pass training and will be employed. This initiative enables the boys who put their health under danger to return to life, feel appreciated and learn something new”, Gor Darmanyan told reporters at the Presidential Palace.He remembered the 2015 March events, stating that they pushed back the adversary’s sabotage operation.“Gor and his friends gave such a counter attack, carried out such operations that the adversary was unable to attack for a year”, Chief Military Inspector Movses Hakobyan said in his turn.President Armen Sarkissian talked about the Homeland’s Defender initiative and stated that they cannot forget all boys, who served in the Army and endangered their lives.“Yes, we are not forgetting them, they receive pension, but in addition to this, there is one simple issue. They are young people and cannot receive pension for 60 years, we need to bring them back to life. They undoubtedly have some talent, we need to find that, to teach, help and train. Gor comes to work every day, receives salary, and this is very good”, Armen Sarkissian told reporters.He said he has put the launch of this initiative, but hopes that the businessmen and the public sector will also react to this. As a result, the number of employed military disabled persons will increase.“Eventually, if a businessman has 100 employees, he can definitely hire one disabled person. I encourage so that this work continues in the country. I will personally meet with major businessmen, will encourage and ask them to do the same. As a result, hundreds of disabled soldiers will have jobs and will return to active life”, the President said.Edited and translated by Aneta Harutyunyan"
About three dozen servicemen and war volunteers handed over with high state awards on Army Day,"YEREVAN, JANUARY 28, ARMENPRESS. About three dozen servicemen and war volunteers have been awarded with the high state awards of the Republic of Armenia on the Army Day according to the decrees of President Armen Sarkissian, reports Armenpress.Soldiers Mher Hovsepyan, Aram Chagharyan and sergeant Hayk Karamyan have been posthumously awarded with the Combat Service Medal.President Armen Sarkissian handed over the awards and delivered remarks during the event today at the Presidential Palace.“Distinguished Mr. Prime Minister,Distinguished Speaker of the National Assembly,Dear Soldiers and Officers,Distinguished Compatriots,With a deep sense of pride, we are celebrating today the Army Day, and I congratulate us all on this occasion.Our feelings today, on the occasion of this grand holiday, are first and foremost those of pride, pride for the Army which is safeguarding our security and peace.The birth of our Army was not easy; the birth of our Army can be compared to the birth of Vahagn.The Armenian Army was also born in pangs of childbirth, in the tumultuous and tough times; it was born in the flames, its birth was a must. And just like Vahagn, it too fought for freedom, for Fatherland, for victory.Our Army was created through the joint efforts, spirit, and willpower of our dedicated volunteers and professional servicemen, privates and commanders, state and political figures, intellectuals and workers, people of Artsakh and Armenians in Spyurk. In a short period of time, it became the most well-organized and combat-ready army in the region. We had multiple victories and legendary heroes.Allow me to express deep gratitude to all those in Armenia, Artsakh, and Spyurk who took part in the creation, maturing, and empowerment of our Army.I bow to the memory of those who sacrificed their lives for the Fatherland, for our country, our people, and the Army.Dear Compatriots,The Army of modern time, as a unique school and university of life should also bring up citizens of modern time, our boys and girls, and give them a start in life.Regardless of the type of service, regardless of one’s age, a serviceman acquires in the Army skills and experience, becomes more organized and disciplined. The Army is also the first contact with the state, and it is very important for that contact to be stimulating, inspiring hope and faith. The Army is truly the mirror of the society. If the society, the state undertakes steps to eliminate negative trends, to uproot them, it will most definitely be reflected first and foremost on the Army. The Army must be flawless, impeccable; serving in the Army must be not only a duty but also a great honor.I would like to thank the government and the Ministry of Defense for all steps taken in that direction.Dear Friends,The Army is not only the guarantor of the country’s security and peace but also an indivisible part of the economy. And it is not only a consumer but also a producer, a structure which can lead. For industry and science, the Army is a purchaser and also a participant of its advancement.Army sets tasks for the military industry and the areas of scientific research and anticipates contemporary and innovative, often also unexpected solutions which shouldn’t necessarily be replicas or copies of foreign solutions. We are capable of giving our own solutions to the problems.Many of the solutions from the military industry often are used in civil life. It means that Army is tasked to participate not only in the defense of the country but also in its economic development, closely cooperating with the scientific institutions, business circles and all citizens who are willing to make their contribution.Dear Fellow Citizens,A special attitude towards the Army and its soldiers is an inseparable part of our character. At all times, it has been the attitude of a special goodwill, care, consideration, and love. For me, this day carries a double pleasure: On the Fatherland Defender’s Day I would like to talk with you about a new initiative. The institute of the President of Armenia, presidential structure, together with the government, Ministry of Defense and Ministry of Health has designed a program which is called the Homeland Defender. The program is aimed to help those individuals who endangered their lives in the course of duty and became persons with disabilities. The number of such persons, patriots of our nation, unfortunately, in not small. There is no doubt that these persons not only deserve full respect and love but also deserve to continue to be part of our social, political, and economic life. Thus, the Homeland Defender program is aimed at assisting those servicemen who have become disabled in the course of their military service and at finding jobs for them. It means that the program will become a link between the individuals who served in the army and became disabled, the Army and other state, social, benevolent institutions and businesses. To set an example, we have undertaken a moral obligation to employ in the Presidential Administration in the nearest future two or three of our courageous servicemen with disabilities. Even though they might have certain physical limitations, each of them is a bright person and through the necessary support and educational program, they will be able to return to normal life, not just receive a pension but also be able to solve independently problems they face – from financial to personal.The “first swallow”, or rather the “first falcon” whom we have hired, is Gor Darmanian – a participant to the war, a hero, a disabled person who is working today at the Presidential Administration.I hope this example and appeal will inspire all our compatriots regardless of where they work – in the state sector, or private sector to engage them fully in our society.Dear Friends,I congratulate us all once again on the occasion of Army Day and wish health, peace, and new victories.Let yours and our people’s each morning be peaceful.Let our Fatherland’s each day be full of creative work. Thank you. Congratulations"".Edited and translated by Aneta Harutyunyan"
Defense ministry sets ambitious demands for combat readiness,"YEREVAN, JANUARY 28, ARMENPRESS. In recent period large-scale works have been carried out in the Armenian Armed Forces. In particular, changes have been made in the demands for combat readiness. More ambitious demands have been set, Defense minister Davit Tonoyan told reporters today after the awarding ceremony at the Presidential Palace on the Army Day, reports Armenpress.“Reforms have been carried in providing items and in other issues, we have created preconditions for the future actions. I would like to state that everything is being done to reduce the number of tragic incidents in the Army. It wouldn’t be correct to say statistics, but I assure you that we are actively working on this path, are raising the level of discipline, all actions aimed at security are being taken, and we also pay attention to inter-personal relations. We will pay a specific attention to the soldiers with psychological problems because suicide problems emerge among those soldiers”, the minister said.As for the border incidents, the defense minister informed that in recent months, the number of cases in the border has been less due to the actions of the adversary. “This has been recorded thanks to both the political agreements and the professionalism of our Armed Forces”, he added.The Republic of Armenia and Armenians around the world celebrate the 27th anniversary of the Armenian Army’s establishment on January 28. On January 28, 1992, the Government adopted the “On the Defense Ministry of Armenia” historic decision, heralding the formation of the Armenian Army. In May of 1992, the ministry held the first drafting, laying the foundation for the stable tradition of drafting conscription servicemen to the Army.Edited and translated by Aneta Harutyunyan"
"Armenian Army should always be in advancement process, says NSS Director","YEREVAN, JANUARY 28, ARMENPRESS. The Armenian Army should always be in the process of advancement, Director of the National Security Service Artur Vanetsyan told reporters today after the awarding ceremony at the Presidential Palace on the Army Day, reports Armenpress.“Today is one of the most important days for our country, we all celebrate the day of the establishment of our Army. As long as we have strong, powerful Army, our country and people can live calm and create”, the NSS Director said.He stated that there are always security challenges, but Armenia’s defense system is regularly working on this path.“We live in a region where we cannot be calm at any moment. Yes, there are many challenges, but I can say that the whole defense system of Armenia, including the Defense ministry, the NSS and the Police, are constantly working on this direction”, he said.Artur Vanetsyan added that the strong Armenian Army is at constant development stage. He highlighted the fact that the Army should always be in the advancement process.The Republic of Armenia and Armenians around the world celebrate the 27th anniversary of the Armenian Army’s establishment on January 28. On January 28, 1992, the Government adopted the “On the Defense Ministry of Armenia” historic decision, heralding the formation of the Armenian Army. In May of 1992, the ministry held the first drafting, laying the foundation for the stable tradition of drafting conscription servicemen to the Army.Edited and translated by Aneta Harutyunyan"
