article_title,article_paragraph
World’s leading experts to discuss Armenia’s economy development prospects in Yerevan,"YEREVAN, MARCH 25, ARMENPRESS. The world’s leading specialists in biotechnologies, economics and other scientific branches will gather in Yerevan to take part in an international scientific conference dedicated to the modeling of the effective development of economy and politics, the Union of Advanced Technology Enterprises told Armenpress.Evolution and Artificial Intelligence scientific conference will take place from March 29 to April 3, and the international economic scientific conference – on April 1-2. The conferences are being carried out by the Artem Alikhanyan National Scientific Laboratory and with the support of the Armenian government, in person of deputy prime minister Tigran Avinyan, the UATE and the Support to SME Development in Armenia program.Co-Chair of the scientific conference Davit Sahakyan said while thinking about the economic revolution he recorded that the economic growth rates in Armenia are low. He decided to help the government as much as he can for the development of the economy. He contacted his colleagues of different countries, invited them to Armenia to hear their recommendations for the optimal development of the economy in this context considering also Armenia’s example.The world’s leading experts and scientists will arrive in Armenia to take part in the scientific conference.All speeches at the conference will be recorded, proposal will be made based on the discussions and will be submitted to the Armenian government. Davit Sahakyan said there is a great interest in the public administration system towards the scientific conference. Deputy PM Avinyan, the representatives of various ministries, the Central Bank and UATE, as well as economists will attend the conference.The Evolution and Artificial Intelligence conference will be held under the auspices and active participation of the President of Armenia.“It’s very easy to criticize the government, find shortcomings, but it’s more difficult to give very serious, smart recommendations. From my own experience I can state that the government is interested in hearing serious recommendations and implement them. Therefore, I urge the experts to jointly help the government”, he said, expressing hope that the conference participants’ link with Armenia will further deepen after the event.Davit Sahakyan also highlighted the role of fundamental science without which the development of successful applied science, university education and new technologies is just impossible.Edited and translated by Aneta Harutyunyan"
"Economic revolution in Armenia will triumph, assures Pashinyan","YEREVAN, MARCH 19, ARMENPRESS. Prime Minister Nikol Pashinyan has presented how citizens can have participation in the economic revolution and the government’s steps aimed for ensuring this participation.Asked at a press conference on how citizens can participate in the economic revolution, the PM noted that the citizens should do this with their economic activity.“Today, we are doing everything for loan interest rates to drop and loans to become more accessible for citizens. We are also encouraging people, and must encourage, for them to try and organize economic activity for themselves. I saw numerous uncultivated lands in the village of Ranchpar. Our objective is to make the cultivation of these lands profitable for people, and then to have the chance to sell their harvest at worthy and profitable prices to companies. We will also create opportunities for people to undergo specialized training. Today there are 3-4 thousand vacancies in Armenia’s IT sector, we must help people so that those who are able get trained and fill these vacancies, because salaries in this sector are very high,” Pashinyan said.He also mentioned that the planned amendments in the Tax Code will define a threshold for micro-businesses, by which certain businesses with up to 24 million drams in annual turnover will be exempt of taxes.“One of our main topics of discussions with the EU is for loan resources to be brought to Armenia especially for micro-businesses, that will be affordable, so that people will be able to take loans and invest it in the business. We are exempting individual cab drivers from taxes, which means that their monthly revenue will increase by 12 thousand drams from that moment. We are willing to change the social benefits system in a way that even if the given individual is employed they won’t be reprieved from benefits. Meaning, we should encourage the work of these people,” he said.The government is also creating conditions for bootleggers to enter the legal arena and have the chance of selling and exporting alcoholic drinks of their production.The PM said the government is maximally facilitating regulations that are an obstacle for businesses.Pashinyan expressed certainty that the economic revolution in Armenia will triumph. According to him, citizens will participate in it the way they participated in the political revolution.Edited and translated by Stepan Kocharyan"
PM hopeful of launching Armenia-made military serial production soon,"YEREVAN, MARCH 19, ARMENPRESS. The Armenian government is making structural and content changes in the military industry sector, Prime Minister Nikol Pashinyan said at a news conference.“I am sure we will have significant achievements in this sector. Today, we have important new products that will soon, I hope, be placed on serial production tracks, we have projects that are in final stages of discussion, we have projects that are under discussion, we have projects that are still ideas. I believe that Armenia must truly be a technologically advanced country, and we are headed this way,” Pashinyan said.As an example, he repeated a statement made earlier by him when he said they shouldn’t focus on having a tank, but the objective that will be solved by having it.“And we must understand what is this technology that will enable us solving this issue,” the PM said.“There was a time when in order to transfer information from one place to another people needed paper, a pen, an envelope, a post stamp, a mailman, a horse or a car for reaching the information quickly to its destination. If we were to continue focusing on the paper, the pen and the post stamp, there wouldn’t be any e-mail. And today, the same is done without paper, without a pen or stamp, even without a mailman or transportation, it is done more quickly and efficiently. Therefore, the mechanism of our thinking must undergo the kind of change that this itself will be placed at the foundation of development of our military-industry complex,” he said.Edited and translated by Stepan Kocharyan"
"Development of equivalent capacity is on agenda, not shutdown – PM on nuclear power plant","YEREVAN, MARCH 19, ARMENPRESS. The agenda is not about closing the nuclear power station, but developing equivalent capacity, PM Nikol Pashinyan told a news conference today, addressing the terming about the Armenian NPP in CEPA signed with the EU.“There are multiple discussions regarding the nuclear power station, for the record the Comprehensive and Enhanced Partnership Agreement with the EU emphasizes the topic of the nuclear power station’s closure alongside the development of equivalent capacities. Actually it is written not about the closure of the station but the development of equivalent capacity. We will extend the lifecycle of the nuclear power station as much as possible, however it is clear that it cannot work forever. I say again, the topic under discussion in our agenda isn’t the shutdown of the nuclear power station, but the development of equivalent capacity,” Pashinyan said.Edited and translated by Stepan Kocharyan"
Discussions on Iranian gas transit via Armenia transparent for all partners – PM Pashinyan,"YEREVAN, MARCH 19, ARMENPRESS. The issue of the Iranian gas transit via Armenia has been one of the key points of the agenda of the recent visit of Armenian Prime Minister Nikol Pashinyan to Iran: earlier this issue has also been discussed with the Russian, Georgian and Turkmen leaders, PM Nikol Pashinyan said during today’s press conference with reporters, reports Armenpress.“You know that before visiting Iran I had telephone conversations with the Georgian PM, Presidents of Russia and Turkmenistan. I informed them what issues I am going to discuss in Iran because their approaches are also important, in particular to what extent Georgia, Russia and Turkmenistan are interested in such talks. It was decided also based on the results of the discussions with them that this topic should become one of the key points during the visit in Iran. The discussions continue and will continue as long as we haven’t come to any conclusion”, the Armenian PM said.He added that overall mood should be that Armenia develops relations with all possible directions both with Iran, Georgia, Russia, EU and the US. “In other words, we must have initiatives, ideas at all directions on how we can develop these relations. It’s important to state that such developments are important in terms of ensuring stability and integration in our region. I am happy to note that there is an interest which is identical. The most important in this process is that we are holding discussion with all our partners and do everything so that our agenda and actions are transparent for them”, Pashinyan said.Asked whether the issue of the Iranian gas transit via Armenia supposes a creation of a new gas pipeline, the PM clarified that the talk is not about a new gas pipeline. “The talk is not about a new gas pipeline as long as it is possible to implement the current programs with the existing gas pipelines”, he said.Armenian PM Nikol Pashinyan paid an official visit to Iran on February 27-28, 2019.Edited and translated by Aneta Harutyunyan"
Armenian jeans to replace foreign ones: “Made in Armenia” jeans production launched in Gyumri,"YEREVAN, MARCH 18, ARMENPRESS. Chinese and Turkish jeans will be replaced by Armenian ones.Made in Armenia jeans will be available in stores in a month. The jeans are produced in Gyumri. The Zakaryan family invested 2 million USD for launching the production.The Armenian government has posted a video on Facebook about this new production.“R. Zakaryan company has imported all the necessary equipment for making high-quality products from abroad. And the government assisted the company on this matter: the term of the VAT payment calculated by the tax and customs agencies in case of import of goods has been reduced by three years. This allowed to save money and spend it for purchasing equipment”, the company’s commercial director Lilit Zakaryan said.Experienced Italian specialists have arrived in Armenia to help preparing necessary cadres.Technologist Mauro Di Giuseppe arrived in Armenia to help making high-quality products. “We still have some path to pass, but I have a great desire and will to share my entire experience”, Mauro Di Giuseppe said.The work in the new production unit is mainly automated. Over 50 people are working in the production. There are plans to increase their number by 100 in the next two years, as well as the production by 4 times.“We plan to consume approximately 5% of our production in Armenia. Export is our main target. We already have a contract with Russia, will have another ones with the Italian and other European companies in the nearest future”, Lilit Zakaryan said, adding that in addition to jeans and jackets, they also plan to make shirts and other knitwear.Edited and translated by Aneta Harutyunyan"
Armenia and Bulgaria seek to enhance economic ties,"YEREVAN, MARCH 13, ARMENPRESS. The 8th Armenian-Bulgarian intergovernmental commission meeting on commercial and scientific-technical cooperation took place today in Yerevan.Minister of Transportation, Communication and Information Technologies Hakob Arshakyan, the president of the commission from the Armenian side, noted that recently the trade-economic cooperation development is proceeding at an unstable rhythm, despite the high level of relations between Armenia and Bulgaria.“Bilateral trade figures and rather low. Bulgaria, being a part of the European Union, is a reliable and predictable partner for Armenia, with whom the economic ties have had great significance for our country,” Arshakyan said.In 2018, turnover between Armenia and Bulgaria amounted 259,000,000 dollars, a 19,6% drop against 2017.Armenian exports to Bulgaria totaled 215,3 million dollars in 2018, which is a 23,8% decrease against previous years, while imports from Bulgaria to Armenia according to point of origin totaled 43,8 million dollars and grew 9,5%. The positive trading balance totaled 171,5 million dollars.Arshakyan noted that the current level of bilateral trade and investment relations doesn’t fully reflect the entire economic potential.“We must use all those platforms that can contribute to strengthening of trade-economic relations”, he said.“The goal of this commission’s meeting is to contribute to the establishment and expansion of long term and economically mutually beneficial cooperation between the two countries’ governments for the benefit of the welfare of our peoples,” Arshakyan continued.Issues related to education and science, culture, environmental protection, military-technical cooperation, urban development and emergency situations were also discussed.Addressing his Bulgarian counterpart Rosen Zhelyazkov, Arshakyan stressed that the Armenian government is greatly focusing on the development of infrastructures.He noted the ongoing North-South Road Corridor project in Armenia. “The goal of the project is to link the country’s south to the north by an internationally high standard highway. As a result of realizing the project a direct link will be created between Bulgaria and Armenia, beginning from the ports of the Black Sea, passing through Georgia, Armenia and Iran, and reaching up to the Persian Gulf. A broad opportunity is given to deepen cooperation between our countries in cargo shipments and passenger transportation,” Arshakyan said.The Armenian government also expressed readiness to cooperate with Bulgaria in harmonizing and integrating digital economies.Rosen Zhelyazkov, Bulgaria’s Minister of Transportation, Information Technologies and Communication, chair of commission from the Bulgarian side, said they intend to deepen investment cooperation and trade turnover.“The guarantee for this all is a good investment climate that exists in Armenia, as well as the existing favorable investment environment in Bulgaria,” he said.“Armenia is an important corridor for Bulgaria for exporting products to Middle Eastern countries. We hope to cooperate based on bilateral interests and trust,” the Bulgarian minister said.The next session of the commission will take place in early 2021.Edited and translated by Stepan Kocharyan"
Armenia highlights development of trade turnover with EAEU’s all member states,"YEREVAN, MARCH 6, ARMENPRESS. Armenia attaches importance to the implementation of activities by the member states of the Eurasian Economic Union (EAEU) for developing the Union and making it more effective, Prime Minister Nikol Pashinyan said in an interview to the Russian TASS news agency in Brussels, reports Armenpress.“The EAEU and CIS have proved their importance, they are very important for Armenia. But we need to carry out works to make them more efficient. If the organization has proved its importance, it doesn’t mean that it shouldn’t be developed anymore. Quite the contrary, that development is very important so that the cooperation within the CIS and EAEU will be more effective and prospective”, the Armenian PM said.He stated that Russia is Armenia’s key trade partner within the EAEU. Pashinyan highlighted the further development of these relations. “But for us it’s also important that the mutual trade turnover is at a good level with the remaining member states of the Union. That will mean the Union’s important and natural development. And we will do everything for this to happen”, the PM said.Nikol Pashinyan also talked about the simplified trade agreement signed between the EAEU and Iran. He said currently the ratification stage of the agreement is underway in the parliaments of the member states. PM Pashinyan expressed hope that the agreement will enter into force during Armenia’s chairmanship in the EAEU. The Armenian PM, who recently visited Iran, stated that Iran is looking forward to the agreement to enter into force because in fact it opens a new opportunity for the economic cooperation.Last year in December the Armenian government approved the legislative initiative on ratifying the interim agreement aimed at forming a free trade zone between the EAEU and Iran. The agreement has been signed in Astana on May 17, 2018.Edited and translated by Aneta Harutyunyan"
Armenia’s Kotayk province eyes becoming major diamond industry center,"YEREVAN, MARCH 6, ARMENPRESS. The diamond industry in Armenia’s Kotayk Province is experiencing noticeable progress, and the number of business operators in the sector is expected to grow soon.Kotayk Governor Romanos Petrosyan told ARMENPRESS that the city of Abovyan currently has a diamond manufacturing company with 80-100 employees.“There are businessmen who intend to attract major investments by working in Abovyan, associated with the post-revolutionary political situation. Concrete steps are already being made in this direction. Large scale construction has recently commenced in Abovyan, in the territory of the former Sirus factory. The diamond industry plants will be located here. It is planned that Hong Kong and Dubai based diamond manufacturers will open offices in Abovyan and will start production,” the governor said, adding that according to the business plan 3000 jobs will be created in the coming years.He said the companies are also planning to conduct training programs so that skilled specialists will be available simultaneously with the completion of the construction.Governor Petrosyan has already met with the businessmen and offered his support.There are currently 7-8 medium diamond manufacturing companies operating in Kotayk, with the production being exported to Russian and European markets.The next direction that the province is developing is tourism. Soon the province will have two new major hotel complexes. Local authorities are also developing eco-tourism infrastructures in high altitude mountainous areas.Petrosyan says they also highlight intensive gardening and technological agriculture. There are about 90 hectares of greenhouse businesses in the province, with an additional 17 hectares under development.Projects are also planned in the renewable energy sector. Wind power stations will be constructed in accordance to a memorandum singed with a joint Italian-Spanish enterprise. Several communities will also have solar power stations.“By the way, I would like to mention the elevator manufacturing plant. A company manufacturing elevators will be established in Charentsavan. We are awaiting a visit from the Chinese side to clarify the territory. Based on standards required by them, we have separated 5 areas, from which the Chinese side will select the convenient one,” he said.The elevator plant will have up to 70 jobs.Overall, the 2019 projects in the province will open more than 1000 news jobs.By Anna GziryanEdited and translated by Stepan Kocharyan"
Minister proposes MPs to present list for possible reduction of customs duties on goods imported from EAEU,"YEREVAN, MARCH 4, ARMENPRESS. Minister of economic development and investments of Armenia Tigran Khachatryan offered the MPs to present the list of priority goods in order to apply to the respective agencies of the Eurasian Economic Union (EAEU) with the request of reducing their customs duties, reports Armenpress.At the meeting in the parliamentary standing committee on regional and Eurasian integration affairs, the committee chair Mikayel Melkumyan said increase in customs duties of cars, as well as in several other products is expected in Armenia. He proposed the minister to raise these issues at the EAEU Commission and take actions for reducing the customs duties.“During the transition period, Armenia has been granted with the privilege for cars, wheat and other goods in order to pass the membership path. And these talks lasted quite long. The given transition period is already privileged. The talk has already been held once, and what we have received as a privileged period, has deadlines in the document”, the minister said.In his turn Mikayel Mekumyan stated that many issues have not been calculated right in the talks in terms of timeframe.The minister responded stating that he doesn’t mean that everything is over for the talks. “We should be guided with a selective principle for the future actions. I ask you to jointly decide the types of goods which are of priority significance. We cannot re-negotiate for the whole list. We also have our notifications”, the minister said.Edited and translated by Aneta Harutyunyan"
"Armenia exports ready-made goods, rather than raw materials to EAEU states - minister","YEREVAN, MARCH 4, ARMENPRESS. Armenia is exporting mainly products for final use, rather than raw materials to the countries of the Eurasian Economic Union (EAEU), Minister of economic development and investments Tigran Khachatryan said at the parliamentary standing committee on regional and Eurasian integration affairs, reports Armenpress.“The Eurasian Economic Union is the main part of our economic interests. Nearly 680 million USD out of the 2 billion 400 million USD goods exported from Armenia in 2018 have been exported to the EAEU states. And the most important is that we export goods for final use to the EAEU states and specifically Russia, rather than raw materials. This means that the interests of our producers and economy demand from us to pay great attention on the existing issues both in the field of export of goods and in terms of expansion of the services, and from the economic entities to continue exporting to the EAEU states”, the minister noted.According to the minister, the entrepreneurs must have an opportunity to fully demonstrate, use and present their potential in the markets where they can have quite broad development opportunities which are not used up to the end.The minister noted as for the import Armenia’s interests are directly linked with the EAEU territory. “We have interests of vital significance. ¼ of the total import or 1 billion 250 million USD we are importing from the EAEU states”, he said.Edited and translated by Aneta Harutyunyan"
Armenia takes soft drinks under excise tax,"YEREVAN, FEBRUARY 28, ARMENPRESS. The Armenian government wants to introduce an excise tax on all types of soft drinks.According to officials, the additional tax collection will to some extent solve the budget loss problem that will be caused by the reduction of revenue tax rates and other reforms. Officials also argue that the move will also have a positive healthcare impact.Deputy Minister of Finance Arman Poghosyan told ARMENPRESS they first considered introducing the excise tax only on soft drinks that contain 5g or more sugar per 100gram of the ingredient.“Our initial recommendation was this, it was later revised. Now, an amended bill suggests an excise tax on all carbonated beverages, excluding mineral [soda] water and alcoholic drinks, regardless of sugar level. Our observations showed that tax administration based on sugar level can be accompanied by certain difficulties because the labels of the drinks rarely include sugar level, while carbonation is a more visible and more controllable element and tax administration can be implemented more effectively,” he said.Asked to elaborate on the goals of the bill, Poghosyan says on one hand its purpose is to provide additional tax revenue, and on the other hand it will limit ‘harmful consumption’. The deputy finance minister says carbonated drinks and beverages with high sugar levels are bad for health.According to Poghosyan, they conducted detailed discussions with the healthcare ministry and the World Health Organization while drafting the bill. He said they suggest having a fixed excise tax rate for all excisable soft drinks.It wasn’t immediately clear how the excise tax will impact the market prices of soft drinks in Armenia.The government is also currently developing a new tax code.Timeframes of commencing the new initiative weren't immediately clear.By Anna GrigoryanEdited and translated by Stepan Kocharyan"
"Armenia’s economic activity index grows 6,1% in January","YEREVAN, FEBRUARY 25, ARMENPRESS. Armenia’s economic activity index grew 6,1 % in January 2019 against the previous year’s same month, according to the national statistical committee.Construction growth was 22,1%.Electric-energy production dropped 26,3%, while service volume (excluding trade) grew 15,6%.Consumer price index increased 0,6%, while the industrial product price index dropped 2,6%.Trade turnover grew 19,3%.The industrial output volume is 0,4% lower against the 2018 January indicator.The average monthly nominal wage grew 4,1% (172,198 AMD). The average monthly nominal wage in the public sector grew 6,5%, amounting 149,399 AMD. In the private sector, it grew 1,8%, totaling 184,646 AMD.Foreign trade turnover volumes dropped 7,6% in the reporting period (15,8% drop in exports and 3,3% drop in imports).Edited and translated by Stepan Kocharyan"
200 jobs to be created in arms and ammunition production sector in Armenia,"YEREVAN, FEBRUARY 21, ARMENPRESS. The Armenian government has granted customs privilege to the Arsenal Ltd. for the import of technological equipment, their components and raw material within the frames of the ongoing investment program in the priority sector, reports Armenpress.During today’s Cabinet meeting minister of economic development and investments Tigran Khachatryan said the goods imported by the company will be used in the production of arms and ammunition.Within the frames of the program it is planned to invest 3 billion 26 million drams, create 200 new jobs with 250.000 average salary.The total annual production volume will comprise 44 billion 400 million drams.Edited and translated by Aneta Harutyunyan"
EU-Armenia trade turnover grows by 19%: GSP+ system contributes to facilitation of export,"YEREVAN, FEBRUARY 20, ARMENPRESS. Armenia’s trade turnover with the member states of the European Union has recorded a major growth in 2018, comprising 1 billion 830 million 74 thousand USD, moreover, the export grew by nearly 8%. The GSP+ privileged trade regime and the new electronic system for certification of origin of goods greatly contributed to the boosting of the commercial relations and the facilitation of the export process.Artur Maysuryan, head of the Department of Cooperation with the EU at the ministry of economic development and investments, gave an interview to ARMENPRESS on the topic.“The Armenia-EU Comprehensive and Enhanced Partnership Agreement creates preconditions for improving the trade regulation and investment environment between Armenia and the EU through more active bilateral cooperation in a number of sectors, ensuring transparency of commercial environment, exchange of experience and elimination of barriers. By this, in particular, the partnership in intellectual property rights, competitiveness protection, customs affairs, technical barriers of trade and other areas will be improved. All these factors create preconditions for the business to raise stability and predictability, further intensify the business ties and contacts between the sides, deepen and develop the cooperation in all areas, and raise the bilateral ties to a qualitatively new, higher level”, he said, stating that this will, of course, positively affect the intensification of commercial relations.According to the data of the National Statistical Committee, Armenia’s trade turnover with the EU states increased by 19% in 2018, comprising 1 billion 830 million 74 thousand USD, against the 1 billion 537 million 564 thousand USD of 2017. Among the EU states, the greatest trade turnover volume was registered in Germany – 427 million 993.3 thousand USD, against the 334 million 279.5 thousand USD of January-December 2017, increasing 28%.The export volume from Armenia to the EU states in 2018 comprised 683 million 847 thousand USD, against the 633 million 757 thousand USD, increasing 7.9%. The greatest export volume from Armenia to the EU states was registered in Bulgaria – 215 million 270 thousand USD, although compared to the previous year, this figure declined by nearly 23.8%. The next biggest export volume was recorded to Germany – 136 million 79 thousand USD, increasing by 2.2% as compared to 2017. The third largest share of export belongs to the Netherlands - 132 million 356 thousand USD, increasing 49.4% compared to 2017.The ministry of economic development and investments informed that among the goods exported from Armenia to the EU states are copper ores, fertilizers, aluminum foil, alcoholic drinks, precious stones and metals, molybdenum and etc.The ministry said that another factor also contributed to the facilitation of the export process to the EU states. Since January, 2018, Registered Exporter System-REX, an online system of certification of origin of goods that applies in the Generalised System of Preference (GSP+) of the EU, has been introduced in Armenia. This system enables the exporter to cut the expenses and save time.Interview by Anna GrigoryanEdited and translated by Aneta Harutyunyan"
Armenian exports to Russia grow 20%,"YEREVAN, FEBRUARY 16, ARMENPRESS. Armenian exports to Russia grew more than 20% in 2018, totaling $666,5 million.According to the Eurasian Expert Club, an Armenia-based NGO, this indicator provided the continuity of the recorded growth of the last three years.“Volumes of exports from Armenia, namely exports of finished goods to Russia grew more than twice,” Eurasian Expert Club coordinator, chairman of the Integration and Development NGO Aram Safaryan said at a news conference February 16.According to him, unlike the decrease in Armenian agriculture, the volumes of exports of agriculture to Russia have increased.“Fruit exports grew nearly twice. Textile and fish product volumes increased significantly, and these are impressing figures, which hints that these sectors must be focused on in 2019, because here, the Eurasian Expert Club strongly believes that continuous growth is possible,” Safaryan said.Edited and translated by Stepan Kocharyan"
"Armenian, Belarusian experts to commence research for enhancing economic ties","YEREVAN, FEBRUARY 16, ARMENPRESS. The Eurasian Expert Club, an Armenia-based NGO, will commence a bilateral expert study aimed at developing economic relations between Armenia and Belarus.“In 2019 Armenia assumed presidency of the Eurasian Economic Union,” Eurasian Expert Club coordinator Aram Safaryan, the chairman of the Integration and Development NGO told a news conference today.“This year must be utilized fully for representing the interests of our country in and out of the EEU. We have agreed with our Belarusian colleagues to commence an expert research for large-scale development of economic and political ties between Armenia and Belarus, which will enable for example Belarusian state bodies to create investment companies with participation of state investments in the direction of elevating the Armenian-Belarusian economic relations to a newer level,” he said.The Eurasian Expert Club called on the Armenian government to develop a strategy for steps in this direction.Edited and translated by Stepan Kocharyan"
"Gas tariff will not be raised, reiterates Pashinyan","YEREVAN, FEBRUARY 13, ARMENPRESS. The gas tariff for consumers in Armenia will not be raised in 2019. The government has put a task of optimization of the Gazprom Armenia company and the system, Prime Minister Nikol Pashinyan said in parliament in response to opposition MP Arman Babajanyan’s question.“I have very clearly stated that the gas price will not be raised. The state is not buying gas, it is Gazprom Armenia that buys it. It is another matter as to at what price it is buying it. And the state deals with consumers. And we have said that the gas tariff will not be increased this year. And our negotiations concern the protection of our interests,” Pashinyan said.The PM said repeated that this topic requires discussions on the Armenian-Russian relations arena, as well as within the EEU.The PM assured that the government will make these discussions and will protect Armenia’s interests.“We are putting a task in the direction of optimization and raising efficiency of Gazprom Armenia and this system. And we must work in this direction,” he said.Edited and translated by Stepan Kocharyan"
Export volume from Armenia to EAEU grows: Deputy minister sees great opportunities in Eurasian market,"YEREVAN, FEBRUARY 13, ARMENPRESS. The market of the Eurasian Economic Union (EAEU) has many advantages and is very important for Armenia in terms of export, and the emerging technical and other problems are immediately being solved by Armenia’s proposal. As a result, the trade turnover with the EAEU states increased 11.3% last year. The export volume from Armenia comprised 688 million 976 thousand drams, which is an increase of 20.7% compared to 2017, Albert Babayan – deputy minister of economy, said in an interview to ARMENPRESS.“Nearly 688 million AMD export share belongs to the EAEU market in Armenia’s export market. The same volume is exported to the EU market and nearly one billion to other markets. In other words, nearly 25-26% of export goes to the EAEU countries. Tobacco, drinks, shoes, textile, communication means, fresh fruits, vegetables, canned food, fresh fish and crayfish are mainly exported to the Eurasian market from Armenia. The most important is that we export ready-made goods to the EAEU states, rather than raw material”, the deputy minister said.According to the data of the National Statistical Committee, the trade turnover with the EAEU states in January-December 2018 comprised 1 billion 989 million 499.9 thousand drams, which increased by 11.3% compared to 2017.The deputy minister considers this export growth rate a positive figure and believes that it has a tendency to develop. Albert Babayan stated that it is necessary to use all the opportunities existing in the Eurasian market for carrying out export.The greatest export share belongs to Russia – 666 million 501.7 thousand USD. The deputy minister said this is linked with the fact that Russia traditionally has been Armenia’s greatest trade partner. “And this is also the reason that we are exporting goods with greater volumes to Russia. In addition, Russia’s market is more affordable from logistics perspective, it is bigger than that of the remaining EAEU states”, he noted.The trade turnover from the EAEU states has decreased only to Kyrgyzstan, as well as the export – by nearly 45%, comprising 970.5 thousand USD. “Maybe it was more appropriate to export that goods to the other markets. These goods are chocolate, drinks, fruits and vegetables. There are economic entities from Armenia who provide service in Kyrgyzstan, therefore we have no political obstacle with this country”, Babayan said.Talking about the trade turnover, export obstacles with the EAEU states, the deputy minister said export may cause technical problems for all member states. For instance, there is a restriction for exporting alcoholic drinks and tobacco from Armenia to Belarus which makes the entry of the goods to this market difficult. “But according to the results of the six months of 2018, we see that new goods have been exported which were not exported in the past. In order to overcome this obstacle Armenia has already submitted a proposal to the EAEU respective commission. The proposal is currently at the discussion stage”, the deputy minister said.Interview by Anna GrigoryanEdited and translated by Aneta Harutyunyan"
"Rule of law, fight against corruption, mitigation of taxes: Pashinyan introduces key highlights of economic strategy","YEREVAN, FEBRUARY 12, ARMENPRESS. Democracy, rule of law, fight against corruption and monopolies are the key highlights of the economic development strategy of the Armenian government, Prime Minister Nikol Pashinyan said in his remarks during the debate of the government’s Action Plan in the Parliament, reports Armenpress.He said they also attache importance to raising the effectiveness of the public administration, the digitization, the optimization of the government structure, simplification of the tax system and tax mitigation in that strategy.“Some people still are dissatisfied with our these statements. Many continue stating that the government has no strategy to develop the economy. Last year the collection of articles titled “What to do? The current issues and strategic directions of Armenia’s economic development” has been released by the initiative of the Union of Manufacturers and Businessmen of Armenia where the leading economists of our countries introduced their visions on putting Armenia’s economic development on stable grounds. I want to state that their vision is in accordance with that of the government by 100%”, Pashinyan noted.In this context he highlighted several key reforms which must be carried out in the future. That is to provide equal opportunities, encourage the work, the economic activeness and make Armenia attractive for foreign investors.The session of the Parliament of Armenia has kicked off on February 12. The lawmakers are debating the government’s Action Plan. The main reporter is Prime Minister Nikol Pashinyan. The government approved the Action Plan during the February 8 extraordinary session. According to the Constitution of Armenia, the Parliament approves the government’s Action Plan within seven days by the majority of votes of the total number of MPs.Edited and translated by Aneta Harutyunyan"
Minister Khachatryan is confident volume of investments will reach 23-25% of GDP in 2023,"YEREVAN, FEBRUARY 8, ARMENPRESS. According to the government’s Action Plan, the investment volume in 2023 must reach 23-25% of the GDP, Minister of economic development and investments Tigran Khachatryan told reporters after today’s Cabinet meeting, reports Armenpress.“This is a key precondition in the world comparisons that ensure sustainable growth grounds, but currently that level will be nearly 18-19%. Our desire is to ensure such conditions for growth to be greatly higher, but everything must have a base, and the investments are that base. If the government manages to stabilize the investments in the mentioned range, and the government will do everything to succeed, be sure that growth will be higher in the subsequent period”, the minister noted.Edited and translated by Aneta Harutyunyan"
"Italian design, Armenian product: Ceramic tableware production to be set up in Armenia","YEREVAN, FEBRUARY 4, ARMENPRESS. Ceramic tableware production will be established in Armenia with 150 jobs and great opportunity to expand, reports Armenpress.The program will be implemented by the joint efforts with the Italian Ambassador to Armenia and the interest of Multi Group Concern.“This beauty will soon be produced in Armenia – an Italian design, an Armenian product. President of Italy Sergio Mattarella visited Armenia in July at the invitation of President Armen Sarkissian. The delegation also included a group of businessmen. After the visit a production of ceramic tableware will be set up in Armenia by the joint efforts with Ambassador of Italy Vincenzo Del Monaco and the interest of Multi Group Concern. The raw material to be used in this process will be Armenian, but some necessary materials will be imported from other European countries. Moreover, the company initially planned to set up the production in one of our neighboring countries”, Mane Adamyan, deputy minister of economic development and investments, said on Facebook, adding that the ministry is actively supporting this project within its capacities.Edited and translated by Aneta Harutyunyan"
Armenia’s economic activity rate increased by 5.8% in 2018,"YEREVAN, JANUARY 31, ARMENPRESS. According to the main macro-economic indicators released by the National Statistical Committee, Armenia’s economic activity rate in January-December 2018 increased by 5.8% compared to January-December 2017. The economic activity rate increased by 6.4% in December 2018 compared to December 2017, reports Armenpress.Decline was registered in the gross agricultural output volume.According to the January-December 2018 indicators, the growth in the construction sector comprised 4.5%. The electricity production volume increased by 0.2% compared to the same period of 2017.The services volume (trade excluded) increased by 18.8%.The gross agricultural output volume declined by 7.6%.The consumer price index increased by 2.5%, and that of the industrial production prices – by 1.6%.The trade turnover increased by 8.7%. The industrial production volume recorded an increase of 4.3% compared to January-December 2017. The average monthly nominal wage increased by 3.8% (172.357 drams).External trade turnover volumes increased by 16.4% in January-December 2018 compared to January-December 2017. Moreover, the export grew by 7.8%, and the import – by 21.1%.Edited and translated by Aneta Harutyunyan"
"Re-launch of Teghut mine possible, says minister","YEREVAN, JANUARY 31, ARMENPRESS. The Teghut mine might get re-launched, according to Minister of Economic Development and Investments Tigran Khachatryan.Asked by reported today about the chances of Teghut resuming operations, the minister said: “Yes, there is hope, nothing is hindering for them to start restoration works after clarifying their relations with the bank,” he said.In 2017, Teghut produced and exported 120 million dollars worth of product, and its halt impacted industrial growth in 2018.The mine in Armenia's northern province of Lori ceased operations due to financial troubles.Edited and translated by Stepan Kocharyan"
